ta,ea,ma,ea2,ta2
3.85666,-1.45702,-0.66219,-1.45702,-2.42652
3.86295,-1.44754,-0.65361,-1.44754,-2.42024
3.86924,-1.43813,-0.64516,-1.43813,-2.41395
3.87552,-1.42880,-0.63685,-1.42880,-2.40766
3.88181,-1.41955,-0.62868,-1.41955,-2.40138
3.88809,-1.41037,-0.62064,-1.41037,-2.39509
3.89438,-1.40127,-0.61274,-1.40127,-2.38881
3.90067,-1.39224,-0.60496,-1.39224,-2.38252
3.90695,-1.38329,-0.59732,-1.38329,-2.37623
3.91324,-1.37441,-0.58979,-1.37441,-2.36995
3.91953,-1.36561,-0.58239,-1.36561,-2.36366
3.92581,-1.35688,-0.57511,-1.35688,-2.35737
3.93210,-1.34821,-0.56795,-1.34821,-2.35109
3.93838,-1.33962,-0.56090,-1.33962,-2.34480
3.94467,-1.33110,-0.55397,-1.33110,-2.33851
3.95096,-1.32265,-0.54715,-1.32265,-2.33223
3.95724,-1.31426,-0.54044,-1.31426,-2.32594
3.96353,-1.30595,-0.53384,-1.30595,-2.31966
3.96982,-1.29770,-0.52734,-1.29770,-2.31337
3.97610,-1.28951,-0.52095,-1.28951,-2.30708
3.98239,-1.28139,-0.51466,-1.28139,-2.30080
3.98868,-1.27334,-0.50847,-1.27334,-2.29451
3.99496,-1.26535,-0.50238,-1.26535,-2.28822
4.00125,-1.25743,-0.49639,-1.25743,-2.28194
4.00753,-1.24957,-0.49049,-1.24957,-2.27565
4.01382,-1.24177,-0.48468,-1.24177,-2.26936
4.02011,-1.23403,-0.47897,-1.23403,-2.26308
4.02639,-1.22635,-0.47334,-1.22635,-2.25679
4.03268,-1.21873,-0.46780,-1.21873,-2.25051
4.03897,-1.21118,-0.46235,-1.21118,-2.24422
4.04525,-1.20368,-0.45699,-1.20368,-2.23793
4.05154,-1.19624,-0.45170,-1.19624,-2.23165
4.05782,-1.18886,-0.44650,-1.18886,-2.22536
4.06411,-1.18153,-0.44138,-1.18153,-2.21907
4.07040,-1.17426,-0.43634,-1.17426,-2.21279
4.07668,-1.16705,-0.43137,-1.16705,-2.20650
4.08297,-1.15990,-0.42649,-1.15990,-2.20022
4.08926,-1.15279,-0.42167,-1.15279,-2.19393
4.09554,-1.14575,-0.41693,-1.14575,-2.18764
4.10183,-1.13875,-0.41226,-1.13875,-2.18136
4.10812,-1.13181,-0.40766,-1.13181,-2.17507
4.11440,-1.12492,-0.40314,-1.12492,-2.16878
4.12069,-1.11809,-0.39867,-1.11809,-2.16250
4.12697,-1.11130,-0.39428,-1.11130,-2.15621
4.13326,-1.10457,-0.38995,-1.10457,-2.14992
4.13955,-1.09788,-0.38569,-1.09788,-2.14364
4.14583,-1.09125,-0.38148,-1.09125,-2.13735
4.15212,-1.08466,-0.37734,-1.08466,-2.13107
4.15841,-1.07812,-0.37327,-1.07812,-2.12478
4.16469,-1.07164,-0.36925,-1.07164,-2.11849
4.17098,-1.06519,-0.36529,-1.06519,-2.11221
4.17727,-1.05880,-0.36138,-1.05880,-2.10592
4.18355,-1.05245,-0.35754,-1.05245,-2.09963
4.18984,-1.04615,-0.35375,-1.04615,-2.09335
4.19612,-1.03989,-0.35001,-1.03989,-2.08706
4.20241,-1.03368,-0.34633,-1.03368,-2.08077
4.20870,-1.02752,-0.34270,-1.02752,-2.07449
4.21498,-1.02139,-0.33912,-1.02139,-2.06820
4.22127,-1.01532,-0.33560,-1.01532,-2.06192
4.22756,-1.00928,-0.33212,-1.00928,-2.05563
4.23384,-1.00329,-0.32869,-1.00329,-2.04934
4.24013,-0.99734,-0.32531,-0.99734,-2.04306
4.24641,-0.99143,-0.32198,-0.99143,-2.03677
4.25270,-0.98556,-0.31869,-0.98556,-2.03048
4.25899,-0.97973,-0.31545,-0.97973,-2.02420
4.26527,-0.97395,-0.31226,-0.97395,-2.01791
4.27156,-0.96820,-0.30911,-0.96820,-2.01163
4.27785,-0.96249,-0.30600,-0.96249,-2.00534
4.28413,-0.95683,-0.30293,-0.95683,-1.99905
4.29042,-0.95120,-0.29991,-0.95120,-1.99277
4.29671,-0.94561,-0.29692,-0.94561,-1.98648
4.30299,-0.94005,-0.29398,-0.94005,-1.98019
4.30928,-0.93454,-0.29108,-0.93454,-1.97391
4.31556,-0.92906,-0.28821,-0.92906,-1.96762
4.32185,-0.92362,-0.28539,-0.92362,-1.96134
4.32814,-0.91821,-0.28260,-0.91821,-1.95505
4.33442,-0.91284,-0.27985,-0.91284,-1.94876
4.34071,-0.90751,-0.27713,-0.90751,-1.94248
4.34700,-0.90221,-0.27445,-0.90221,-1.93619
4.35328,-0.89695,-0.27181,-0.89695,-1.92990
4.35957,-0.89172,-0.26919,-0.89172,-1.92362
4.36586,-0.88652,-0.26662,-0.88652,-1.91733
4.37214,-0.88136,-0.26407,-0.88136,-1.91105
4.37843,-0.87623,-0.26156,-0.87623,-1.90476
4.38471,-0.87113,-0.25909,-0.87113,-1.89847
4.39100,-0.86607,-0.25664,-0.86607,-1.89219
4.39729,-0.86104,-0.25422,-0.86104,-1.88590
4.40357,-0.85604,-0.25184,-0.85604,-1.87961
4.40986,-0.85107,-0.24948,-0.85107,-1.87333
4.41615,-0.84613,-0.24716,-0.84613,-1.86704
4.42243,-0.84123,-0.24486,-0.84123,-1.86075
4.42872,-0.83635,-0.24259,-0.83635,-1.85447
4.43501,-0.83151,-0.24035,-0.83151,-1.84818
4.44129,-0.82669,-0.23814,-0.82669,-1.84189
4.44758,-0.82191,-0.23595,-0.82191,-1.83561
4.45386,-0.81715,-0.23379,-0.81715,-1.82932
4.46015,-0.81242,-0.23166,-0.81242,-1.82304
4.46644,-0.80773,-0.22955,-0.80773,-1.81675
4.47272,-0.80306,-0.22747,-0.80306,-1.81046
4.47901,-0.79841,-0.22541,-0.79841,-1.80418
4.48530,-0.79380,-0.22338,-0.79380,-1.79789
4.49158,-0.78921,-0.22137,-0.78921,-1.79160
4.49787,-0.78465,-0.21939,-0.78465,-1.78532
4.50415,-0.78012,-0.21743,-0.78012,-1.77903
4.51044,-0.77562,-0.21549,-0.77562,-1.77275
4.51673,-0.77114,-0.21358,-0.77114,-1.76646
4.52301,-0.76668,-0.21168,-0.76668,-1.76017
4.52930,-0.76225,-0.20981,-0.76225,-1.75389
4.53559,-0.75785,-0.20796,-0.75785,-1.74760
4.54187,-0.75348,-0.20613,-0.75348,-1.74131
4.54816,-0.74912,-0.20433,-0.74912,-1.73503
4.55444,-0.74480,-0.20254,-0.74480,-1.72874
4.56073,-0.74049,-0.20077,-0.74049,-1.72245
4.56702,-0.73622,-0.19903,-0.73622,-1.71617
4.57330,-0.73196,-0.19730,-0.73196,-1.70988
4.57959,-0.72773,-0.19559,-0.72773,-1.70359
4.58588,-0.72352,-0.19390,-0.72352,-1.69731
4.59216,-0.71934,-0.19223,-0.71934,-1.69102
4.59845,-0.71518,-0.19058,-0.71518,-1.68474
4.60474,-0.71104,-0.18894,-0.71104,-1.67845
4.61102,-0.70693,-0.18733,-0.70693,-1.67216
4.61731,-0.70283,-0.18573,-0.70283,-1.66588
4.62359,-0.69876,-0.18415,-0.69876,-1.65959
4.62988,-0.69471,-0.18258,-0.69471,-1.65330
4.63617,-0.69069,-0.18103,-0.69069,-1.64702
4.64245,-0.68668,-0.17950,-0.68668,-1.64073
4.64874,-0.68270,-0.17799,-0.68270,-1.63445
4.65503,-0.67873,-0.17649,-0.67873,-1.62816
4.66131,-0.67479,-0.17500,-0.67479,-1.62187
4.66760,-0.67087,-0.17354,-0.67087,-1.61559
4.67388,-0.66697,-0.17208,-0.66697,-1.60930
4.68017,-0.66308,-0.17064,-0.66308,-1.60301
4.68646,-0.65922,-0.16922,-0.65922,-1.59673
4.69274,-0.65538,-0.16781,-0.65538,-1.59044
4.69903,-0.65156,-0.16642,-0.65156,-1.58415
4.70532,-0.64776,-0.16504,-0.64776,-1.57787
4.71160,-0.64397,-0.16367,-0.64397,-1.57158
4.71789,-0.64021,-0.16232,-0.64021,-1.56529
4.72418,-0.63646,-0.16098,-0.63646,-1.55901
4.73046,-0.63274,-0.15965,-0.63274,-1.55272
4.73675,-0.62903,-0.15834,-0.62903,-1.54644
4.74303,-0.62534,-0.15704,-0.62534,-1.54015
4.74932,-0.62166,-0.15575,-0.62166,-1.53386
4.75561,-0.61801,-0.15448,-0.61801,-1.52758
4.76189,-0.61437,-0.15322,-0.61437,-1.52129
4.76818,-0.61075,-0.15196,-0.61075,-1.51501
4.77447,-0.60715,-0.15073,-0.60715,-1.50872
4.78075,-0.60356,-0.14950,-0.60356,-1.50243
4.78704,-0.60000,-0.14828,-0.60000,-1.49615
4.79332,-0.59645,-0.14708,-0.59645,-1.48986
4.79961,-0.59291,-0.14589,-0.59291,-1.48357
4.80590,-0.58939,-0.14471,-0.58939,-1.47729
4.81218,-0.58589,-0.14354,-0.58589,-1.47100
4.81847,-0.58241,-0.14238,-0.58241,-1.46471
4.82476,-0.57894,-0.14123,-0.57894,-1.45843
4.83104,-0.57548,-0.14009,-0.57548,-1.45214
4.83733,-0.57205,-0.13896,-0.57205,-1.44586
4.84362,-0.56862,-0.13785,-0.56862,-1.43957
4.84990,-0.56522,-0.13674,-0.56522,-1.43328
4.85619,-0.56183,-0.13564,-0.56183,-1.42700
4.86247,-0.55845,-0.13455,-0.55845,-1.42071
4.86876,-0.55509,-0.13347,-0.55509,-1.41442
4.87505,-0.55174,-0.13240,-0.55174,-1.40814
4.88133,-0.54841,-0.13135,-0.54841,-1.40185
4.88762,-0.54509,-0.13029,-0.54509,-1.39556
4.89391,-0.54179,-0.12925,-0.54179,-1.38928
4.90019,-0.53850,-0.12822,-0.53850,-1.38299
4.90648,-0.53523,-0.12720,-0.53523,-1.37671
4.91277,-0.53197,-0.12618,-0.53197,-1.37042
4.91905,-0.52872,-0.12518,-0.52872,-1.36413
4.92534,-0.52549,-0.12418,-0.52549,-1.35785
4.93162,-0.52227,-0.12319,-0.52227,-1.35156
4.93791,-0.51906,-0.12221,-0.51906,-1.34527
4.94420,-0.51587,-0.12124,-0.51587,-1.33899
4.95048,-0.51269,-0.12027,-0.51269,-1.33270
4.95677,-0.50952,-0.11931,-0.50952,-1.32642
4.96306,-0.50637,-0.11836,-0.50637,-1.32013
4.96934,-0.50323,-0.11742,-0.50323,-1.31384
4.97563,-0.50010,-0.11649,-0.50010,-1.30756
4.98191,-0.49698,-0.11556,-0.49698,-1.30127
4.98820,-0.49388,-0.11464,-0.49388,-1.29498
4.99449,-0.49079,-0.11373,-0.49079,-1.28870
5.00077,-0.48771,-0.11283,-0.48771,-1.28241
5.00706,-0.48464,-0.11193,-0.48464,-1.27612
5.01335,-0.48159,-0.11104,-0.48159,-1.26984
5.01963,-0.47855,-0.11015,-0.47855,-1.26355
5.02592,-0.47551,-0.10928,-0.47552,-1.25727
5.03221,-0.47249,-0.10841,-0.47250,-1.25099
5.03849,-0.46949,-0.10754,-0.46949,-1.24470
5.04478,-0.46649,-0.10669,-0.46649,-1.23841
5.05106,-0.46350,-0.10584,-0.46351,-1.23213
5.05735,-0.46053,-0.10499,-0.46053,-1.22584
5.06364,-0.45757,-0.10415,-0.45757,-1.21955
5.06992,-0.45462,-0.10332,-0.45462,-1.21327
5.07621,-0.45167,-0.10250,-0.45168,-1.20698
5.08250,-0.44874,-0.10168,-0.44875,-1.20069
5.08878,-0.44582,-0.10086,-0.44582,-1.19441
5.09507,-0.44291,-0.10005,-0.44291,-1.18812
5.10136,-0.44001,-0.09925,-0.44002,-1.18183
5.10764,-0.43713,-0.09846,-0.43713,-1.17555
5.11393,-0.43425,-0.09767,-0.43425,-1.16926
5.12021,-0.43138,-0.09688,-0.43138,-1.16297
5.12650,-0.42852,-0.09610,-0.42852,-1.15669
5.13279,-0.42567,-0.09533,-0.42567,-1.15040
5.13907,-0.42283,-0.09456,-0.42283,-1.14411
5.14536,-0.42001,-0.09379,-0.42001,-1.13783
5.15165,-0.41719,-0.09303,-0.41719,-1.13154
5.15793,-0.41438,-0.09228,-0.41438,-1.12525
5.16422,-0.41158,-0.09153,-0.41158,-1.11897
5.17051,-0.40879,-0.09079,-0.40879,-1.11268
5.17679,-0.40600,-0.09005,-0.40600,-1.10639
5.18308,-0.40323,-0.08932,-0.40323,-1.10011
5.18936,-0.40047,-0.08859,-0.40047,-1.09382
5.19565,-0.39771,-0.08786,-0.39772,-1.08754
5.20194,-0.39497,-0.08715,-0.39497,-1.08125
5.20822,-0.39223,-0.08643,-0.39223,-1.07496
5.21451,-0.38951,-0.08572,-0.38951,-1.06868
5.22080,-0.38679,-0.08502,-0.38679,-1.06239
5.22708,-0.38408,-0.08431,-0.38408,-1.05610
5.23337,-0.38137,-0.08362,-0.38137,-1.04982
5.23966,-0.37868,-0.08292,-0.37868,-1.04353
5.24594,-0.37600,-0.08224,-0.37600,-1.03724
5.25223,-0.37332,-0.08155,-0.37332,-1.03096
5.25851,-0.37065,-0.08087,-0.37065,-1.02467
5.26480,-0.36799,-0.08020,-0.36799,-1.01839
5.27109,-0.36534,-0.07953,-0.36534,-1.01210
5.27737,-0.36269,-0.07886,-0.36269,-1.00581
5.28366,-0.36006,-0.07819,-0.36006,-0.99953
5.28995,-0.35743,-0.07753,-0.35743,-0.99324
5.29623,-0.35481,-0.07688,-0.35481,-0.98695
5.30252,-0.35219,-0.07623,-0.35219,-0.98067
5.30880,-0.34959,-0.07558,-0.34959,-0.97438
5.31509,-0.34699,-0.07493,-0.34699,-0.96809
5.32138,-0.34440,-0.07429,-0.34440,-0.96181
5.32766,-0.34181,-0.07366,-0.34181,-0.95552
5.33395,-0.33923,-0.07302,-0.33923,-0.94924
5.34024,-0.33667,-0.07239,-0.33667,-0.94295
5.34652,-0.33410,-0.07177,-0.33410,-0.93666
5.35281,-0.33155,-0.07114,-0.33155,-0.93038
5.35910,-0.32900,-0.07052,-0.32900,-0.92409
5.36538,-0.32646,-0.06991,-0.32646,-0.91780
5.37167,-0.32392,-0.06929,-0.32392,-0.91152
5.37795,-0.32139,-0.06868,-0.32139,-0.90523
5.38424,-0.31887,-0.06808,-0.31887,-0.89894
5.39053,-0.31636,-0.06747,-0.31636,-0.89266
5.39681,-0.31385,-0.06687,-0.31385,-0.88637
5.40310,-0.31135,-0.06627,-0.31135,-0.88009
5.40939,-0.30885,-0.06568,-0.30885,-0.87380
5.41567,-0.30636,-0.06509,-0.30636,-0.86751
5.42196,-0.30388,-0.06450,-0.30388,-0.86123
5.42825,-0.30141,-0.06392,-0.30141,-0.85494
5.43453,-0.29894,-0.06333,-0.29894,-0.84865
5.44082,-0.29647,-0.06275,-0.29647,-0.84237
5.44710,-0.29401,-0.06218,-0.29401,-0.83608
5.45339,-0.29156,-0.06160,-0.29156,-0.82979
5.45968,-0.28911,-0.06103,-0.28912,-0.82351
5.46596,-0.28667,-0.06046,-0.28667,-0.81722
5.47225,-0.28424,-0.05990,-0.28424,-0.81094
5.47854,-0.28181,-0.05933,-0.28181,-0.80465
5.48482,-0.27939,-0.05877,-0.27939,-0.79836
5.49111,-0.27697,-0.05822,-0.27697,-0.79208
5.49739,-0.27456,-0.05766,-0.27456,-0.78579
5.50368,-0.27215,-0.05711,-0.27215,-0.77950
5.50997,-0.26975,-0.05656,-0.26975,-0.77322
5.51625,-0.26735,-0.05601,-0.26735,-0.76693
5.52254,-0.26496,-0.05546,-0.26496,-0.76065
5.52883,-0.26258,-0.05492,-0.26258,-0.75436
5.53511,-0.26020,-0.05438,-0.26020,-0.74807
5.54140,-0.25782,-0.05384,-0.25782,-0.74179
5.54769,-0.25545,-0.05331,-0.25545,-0.73550
5.55397,-0.25309,-0.05277,-0.25309,-0.72921
5.56026,-0.25073,-0.05224,-0.25073,-0.72293
5.56654,-0.24837,-0.05171,-0.24837,-0.71664
5.57283,-0.24602,-0.05118,-0.24602,-0.71035
5.57912,-0.24368,-0.05066,-0.24368,-0.70407
5.58540,-0.24134,-0.05014,-0.24134,-0.69778
5.59169,-0.23900,-0.04962,-0.23900,-0.69150
5.59798,-0.23667,-0.04910,-0.23667,-0.68521
5.60426,-0.23434,-0.04858,-0.23434,-0.67892
5.61055,-0.23202,-0.04806,-0.23202,-0.67264
5.61684,-0.22970,-0.04755,-0.22970,-0.66635
5.62312,-0.22739,-0.04704,-0.22739,-0.66006
5.62941,-0.22508,-0.04653,-0.22508,-0.65378
5.63569,-0.22278,-0.04603,-0.22278,-0.64749
5.64198,-0.22047,-0.04552,-0.22047,-0.64121
5.64827,-0.21818,-0.04502,-0.21818,-0.63492
5.65455,-0.21589,-0.04452,-0.21589,-0.62863
5.66084,-0.21360,-0.04402,-0.21360,-0.62235
5.66713,-0.21131,-0.04352,-0.21131,-0.61606
5.67341,-0.20903,-0.04302,-0.20903,-0.60977
5.67970,-0.20676,-0.04253,-0.20676,-0.60349
5.68598,-0.20449,-0.04204,-0.20449,-0.59720
5.69227,-0.20222,-0.04154,-0.20222,-0.59091
5.69856,-0.19995,-0.04105,-0.19995,-0.58463
5.70484,-0.19769,-0.04057,-0.19769,-0.57834
5.71113,-0.19544,-0.04008,-0.19544,-0.57206
5.71742,-0.19318,-0.03960,-0.19318,-0.56577
5.72370,-0.19093,-0.03911,-0.19093,-0.55948
5.72999,-0.18869,-0.03863,-0.18869,-0.55320
5.73628,-0.18645,-0.03815,-0.18645,-0.54691
5.74256,-0.18421,-0.03767,-0.18421,-0.54062
5.74885,-0.18197,-0.03720,-0.18198,-0.53435
5.75513,-0.17974,-0.03672,-0.17974,-0.52806
5.76142,-0.17751,-0.03625,-0.17751,-0.52178
5.76771,-0.17528,-0.03577,-0.17529,-0.51549
5.77399,-0.17306,-0.03530,-0.17307,-0.50920
5.78028,-0.17084,-0.03483,-0.17085,-0.50291
5.78657,-0.16863,-0.03436,-0.16863,-0.49663
5.79285,-0.16641,-0.03390,-0.16642,-0.49034
5.79914,-0.16420,-0.03343,-0.16421,-0.48405
5.80542,-0.16200,-0.03297,-0.16200,-0.47777
5.81171,-0.15979,-0.03250,-0.15980,-0.47148
5.81800,-0.15759,-0.03204,-0.15760,-0.46519
5.82428,-0.15540,-0.03158,-0.15540,-0.45891
5.83057,-0.15320,-0.03112,-0.15320,-0.45262
5.83686,-0.15101,-0.03066,-0.15101,-0.44633
5.84314,-0.14882,-0.03020,-0.14882,-0.44005
5.84943,-0.14663,-0.02975,-0.14663,-0.43376
5.85572,-0.14445,-0.02929,-0.14445,-0.42747
5.86200,-0.14227,-0.02884,-0.14227,-0.42119
5.86829,-0.14009,-0.02838,-0.14009,-0.41490
5.87457,-0.13791,-0.02793,-0.13791,-0.40861
5.88086,-0.13574,-0.02748,-0.13574,-0.40233
5.88715,-0.13357,-0.02703,-0.13357,-0.39604
5.89343,-0.13140,-0.02658,-0.13140,-0.38975
5.89972,-0.12923,-0.02613,-0.12923,-0.38347
5.90601,-0.12707,-0.02569,-0.12707,-0.37718
5.91229,-0.12491,-0.02524,-0.12491,-0.37089
5.91858,-0.12275,-0.02480,-0.12275,-0.36461
5.92486,-0.12059,-0.02435,-0.12059,-0.35832
5.93115,-0.11843,-0.02391,-0.11843,-0.35204
5.93744,-0.11628,-0.02347,-0.11628,-0.34575
5.94372,-0.11413,-0.02302,-0.11413,-0.33946
5.95001,-0.11198,-0.02258,-0.11198,-0.33318
5.95630,-0.10983,-0.02214,-0.10983,-0.32689
5.96258,-0.10769,-0.02170,-0.10769,-0.32060
5.96887,-0.10554,-0.02127,-0.10555,-0.31432
5.97516,-0.10340,-0.02083,-0.10340,-0.30803
5.98144,-0.10126,-0.02039,-0.10127,-0.30174
5.98773,-0.09913,-0.01996,-0.09913,-0.29546
5.99401,-0.09699,-0.01952,-0.09699,-0.28917
6.00030,-0.09486,-0.01909,-0.09486,-0.28288
6.00659,-0.09273,-0.01865,-0.09273,-0.27660
6.01287,-0.09059,-0.01822,-0.09059,-0.27031
6.01916,-0.08847,-0.01779,-0.08847,-0.26403
6.02545,-0.08634,-0.01735,-0.08634,-0.25774
6.03173,-0.08421,-0.01692,-0.08421,-0.25145
6.03802,-0.08209,-0.01649,-0.08209,-0.24517
6.04430,-0.07997,-0.01606,-0.07997,-0.23888
6.05059,-0.07784,-0.01563,-0.07784,-0.23259
6.05688,-0.07572,-0.01520,-0.07572,-0.22631
6.06316,-0.07360,-0.01477,-0.07360,-0.22002
6.06945,-0.07149,-0.01435,-0.07149,-0.21373
6.07574,-0.06937,-0.01392,-0.06937,-0.20745
6.08202,-0.06726,-0.01349,-0.06726,-0.20116
6.08831,-0.06514,-0.01307,-0.06514,-0.19488
6.09460,-0.06303,-0.01264,-0.06303,-0.18859
6.10088,-0.06092,-0.01221,-0.06092,-0.18230
6.10717,-0.05881,-0.01179,-0.05881,-0.17602
6.11345,-0.05670,-0.01136,-0.05670,-0.16973
6.11974,-0.05459,-0.01094,-0.05459,-0.16344
6.12603,-0.05248,-0.01052,-0.05248,-0.15716
6.13231,-0.05038,-0.01009,-0.05038,-0.15087
6.13860,-0.04827,-0.00967,-0.04827,-0.14459
6.14489,-0.04617,-0.00925,-0.04617,-0.13830
6.15117,-0.04406,-0.00882,-0.04406,-0.13201
6.15746,-0.04196,-0.00840,-0.04196,-0.12573
6.16375,-0.03986,-0.00798,-0.03986,-0.11944
6.17003,-0.03775,-0.00756,-0.03775,-0.11315
6.17632,-0.03565,-0.00714,-0.03565,-0.10687
6.18260,-0.03355,-0.00672,-0.03355,-0.10058
6.18889,-0.03145,-0.00629,-0.03145,-0.09429
6.19518,-0.02935,-0.00587,-0.02935,-0.08801
6.20146,-0.02725,-0.00545,-0.02725,-0.08172
6.20775,-0.02516,-0.00503,-0.02516,-0.07544
6.21404,-0.02306,-0.00461,-0.02306,-0.06915
6.22032,-0.02096,-0.00419,-0.02096,-0.06286
6.22661,-0.01886,-0.00377,-0.01887,-0.05659
6.23290,-0.01677,-0.00335,-0.01677,-0.05030
6.23918,-0.01467,-0.00293,-0.01467,-0.04401
6.24547,-0.01257,-0.00252,-0.01258,-0.03772
6.25175,-0.01048,-0.00210,-0.01048,-0.03143
6.25804,-0.00838,-0.00168,-0.00838,-0.02515
6.26433,-0.00629,-0.00126,-0.00629,-0.01886
6.27061,-0.00419,-0.00084,-0.00419,-0.01257
6.27690,-0.00210,-0.00042,-0.00210,-0.00629
6.28319,0.00000,0.00000,0.00000,0.00000
